OrderID,ProductCode,QuantityOrdered,PriceEach,OrderDate,City,Country,TotalSales
10374,S10_2016,39,100.0,02.02.05 00:00,South Brisbane,Australia,3900.0
10388,S10_2016,50,44.51,03.03.05 00:00,New Bedford,USA,2225.5
10402,S10_2016,45,100.0,04.07.05 00:00,Paris,France,4500.0
10417,S10_2016,45,100.0,5/13/2005 0:00,Madrid,Spain,4500.0
10107,S10_4698,27,100.0,2/24/2003 0:00,NYC,USA,2700.0
10120,S10_4698,46,100.0,4/29/2003 0:00,Melbourne,Australia,4600.0
10145,S10_4698,33,100.0,8/25/2003 0:00,Pasadena,USA,3300.0
10159,S10_4698,22,100.0,10.10.03 00:00,San Francisco,USA,2200.0
10168,S10_4698,20,100.0,10/28/2003 0:00,Burlingame,USA,2000.0
10180,S10_4698,41,100.0,11.11.03 00:00,Lille,France,4100.0
10188,S10_4698,45,100.0,11/18/2003 0:00,Bergen,Norway,4500.0
10201,S10_4698,49,100.0,12.01.03 00:00,San Francisco,USA,4900.0
10210,S10_4698,34,100.0,01.12.04 00:00,Osaka,Japan,3400.0
10223,S10_4698,49,100.0,2/20/2004 0:00,Melbourne,Australia,4900.0
10237,S10_4698,39,100.0,04.05.04 00:00,NYC,USA,3900.0
10251,S10_4698,43,100.0,5/18/2004 0:00,Newark,USA,4300.0
10263,S10_4698,41,100.0,6/28/2004 0:00,Bridgewater,USA,4100.0
10275,S10_4698,36,100.0,7/23/2004 0:00,Nantes,France,3600.0
10285,S10_4698,27,100.0,8/27/2004 0:00,Cambridge,USA,2700.0
10299,S10_4698,29,100.0,9/30/2004 0:00,Helsinki,Finland,2900.0
10308,S10_4698,20,100.0,10/15/2004 0:00,White Plains,USA,2000.0
10318,S10_4698,37,100.0,11.02.04 00:00,Allentown,USA,3700.0
10329,S10_4698,26,100.0,11/15/2004 0:00,NYC,USA,2600.0
10339,S10_4698,39,76.67,11/23/2004 0:00,Minato-ku,Japan,2990.13
10362,S10_4698,22,100.0,01.05.05 00:00,Burlingame,USA,2200.0
10374,S10_4698,22,100.0,02.02.05 00:00,South Brisbane,Australia,2200.0
10388,S10_4698,21,86.77,03.03.05 00:00,New Bedford,USA,1822.1699999999998
10403,S10_4698,66,100.0,04.08.05 00:00,Liverpool,UK,6600.0
10417,S10_4698,56,100.0,5/13/2005 0:00,Madrid,Spain,5600.0
10105,S10_4757,50,100.0,02.11.03 00:00,Kobenhavn,Denmark,5000.0
10119,S10_4757,46,100.0,4/28/2003 0:00,Salzburg,Austria,4600.0
10129,S10_4757,33,100.0,06.12.03 00:00,London,UK,3300.0
10143,S10_4757,49,100.0,08.10.03 00:00,New Bedford,USA,4900.0
10155,S10_4757,32,100.0,10.06.03 00:00,Helsinki,Finland,3200.0
10167,S10_4757,44,100.0,10/23/2003 0:00,Boras,Sweden,4400.0
10178,S10_4757,24,100.0,11.08.03 00:00,Toulouse,France,2400.0
10186,S10_4757,26,100.0,11/14/2003 0:00,London,UK,2600.0
10197,S10_4757,45,100.0,11/26/2003 0:00,Barcelona,Spain,4500.0
10209,S10_4757,39,100.0,01.09.04 00:00,Los Angeles,USA,3900.0
10222,S10_4757,49,100.0,2/19/2004 0:00,San Diego,USA,4900.0
10248,S10_4757,20,100.0,05.07.04 00:00,NYC,USA,2000.0
10261,S10_4757,27,100.0,6/17/2004 0:00,Montreal,Canada,2700.0
10273,S10_4757,30,100.0,7/21/2004 0:00,Bruxelles,Belgium,3000.0
10283,S10_4757,25,100.0,8/20/2004 0:00,Tsawassen,Canada,2500.0
10295,S10_4757,24,100.0,09.10.04 00:00,Boston,USA,2400.0
10307,S10_4757,22,100.0,10/14/2004 0:00,Philadelphia,USA,2200.0
10316,S10_4757,33,100.0,11.01.04 00:00,Cowes,UK,3300.0
10325,S10_4757,47,64.93,11.05.04 00:00,Stavern,Norway,3051.7100000000005
10337,S10_4757,25,48.05,11/21/2004 0:00,NYC,USA,1201.25
10350,S10_4757,26,75.47,12.02.04 00:00,Madrid,Spain,1962.22
10359,S10_4757,48,54.68,12/15/2004 0:00,Reims,France,2624.64
10373,S10_4757,39,100.0,1/31/2005 0:00,Oulu,Finland,3900.0
10384,S10_4757,34,100.0,2/23/2005 0:00,San Francisco,USA,3400.0
10395,S10_4757,32,100.0,3/17/2005 0:00,Paris,France,3200.0
10400,S10_4757,64,100.0,04.01.05 00:00,San Jose,USA,6400.0
10414,S10_4757,19,100.0,05.06.05 00:00,Boston,USA,1900.0
10103,S10_4962,42,100.0,1/29/2003 0:00,Stavern,Norway,4200.0
10114,S10_4962,31,100.0,04.01.03 00:00,Paris,France,3100.0
10126,S10_4962,22,100.0,5/28/2003 0:00,Madrid,Spain,2200.0
10140,S10_4962,26,100.0,7/24/2003 0:00,Burlingame,USA,2600.0
10150,S10_4962,20,100.0,9/19/2003 0:00,Singapore,Singapore,2000.0
10164,S10_4962,21,100.0,10/21/2003 0:00,Graz,Austria,2100.0
10175,S10_4962,33,100.0,11.06.03 00:00,London,UK,3300.0
10183,S10_4962,28,100.0,11/13/2003 0:00,Philadelphia,USA,2800.0
10194,S10_4962,26,100.0,11/25/2003 0:00,Lyon,France,2600.0
10207,S10_4962,31,100.0,12.09.03 00:00,Boston,USA,3100.0
10217,S10_4962,48,100.0,02.04.04 00:00,Singapore,Singapore,4800.0
10229,S10_4962,50,100.0,03.11.04 00:00,San Rafael,USA,5000.0
10245,S10_4962,28,100.0,05.04.04 00:00,New Haven,USA,2800.0
10259,S10_4962,26,100.0,6/15/2004 0:00,Singapore,Singapore,2600.0
10270,S10_4962,32,100.0,7/19/2004 0:00,Chatswood,Australia,3200.0
10281,S10_4962,44,100.0,8/19/2004 0:00,Allentown,USA,4400.0
10291,S10_4962,30,100.0,09.08.04 00:00,Boras,Sweden,3000.0
10305,S10_4962,38,100.0,10/13/2004 0:00,Cambridge,USA,3800.0
10313,S10_4962,40,100.0,10/22/2004 0:00,Vancouver,Canada,4000.0
10322,S10_4962,46,61.99,11.04.04 00:00,Nashua,USA,2851.54
10334,S10_4962,26,100.0,11/19/2004 0:00,Lule,Sweden,2600.0
10347,S10_4962,27,100.0,11/29/2004 0:00,Melbourne,Australia,2700.0
10357,S10_4962,43,100.0,12.10.04 00:00,San Rafael,USA,4300.0
10370,S10_4962,35,65.63,1/20/2005 0:00,North Sydney,Australia,2297.0499999999997
10381,S10_4962,37,100.0,2/17/2005 0:00,San Francisco,USA,3700.0
10391,S10_4962,37,46.9,03.09.05 00:00,North Sydney,Australia,1735.3
10411,S10_4962,27,100.0,05.01.05 00:00,Montreal,Canada,2700.0
10425,S10_4962,38,100.0,5/31/2005 0:00,Nantes,France,3800.0
10108,S12_1099,33,100.0,03.03.03 00:00,Makati City,Philippines,3300.0
10122,S12_1099,42,100.0,05.08.03 00:00,Marseille,France,4200.0
10135,S12_1099,42,100.0,07.02.03 00:00,San Rafael,USA,4200.0
10147,S12_1099,48,100.0,09.05.03 00:00,Brickhaven,USA,4800.0
10159,S12_1099,41,100.0,10.10.03 00:00,San Francisco,USA,4100.0
10169,S12_1099,30,100.0,11.04.03 00:00,North Sydney,Australia,3000.0
10181,S12_1099,27,100.0,11.12.03 00:00,Bergen,Norway,2700.0
10191,S12_1099,21,100.0,11/20/2003 0:00,Koln,Germany,2100.0
10203,S12_1099,20,100.0,12.02.03 00:00,Madrid,Spain,2000.0
10211,S12_1099,41,100.0,1/15/2004 0:00,Paris,France,4100.0
10225,S12_1099,27,100.0,2/22/2004 0:00,Gensve,Switzerland,2700.0
10238,S12_1099,28,100.0,04.09.04 00:00,Kobenhavn,Denmark,2800.0
10253,S12_1099,24,100.0,06.01.04 00:00,Liverpool,UK,2400.0
10266,S12_1099,44,100.0,07.06.04 00:00,Reggio Emilia,Italy,4400.0
10276,S12_1099,50,100.0,08.02.04 00:00,Brickhaven,USA,5000.0
10287,S12_1099,21,100.0,8/30/2004 0:00,Gensve,Switzerland,2100.0
10300,S12_1099,33,100.0,10.04.03 00:00,Frankfurt,Germany,3300.0
10310,S12_1099,33,100.0,10/16/2004 0:00,Koln,Germany,3300.0
10320,S12_1099,31,100.0,11.03.04 00:00,Lule,Sweden,3100.0
10329,S12_1099,41,71.47,11/15/2004 0:00,NYC,USA,2930.27
10341,S12_1099,45,79.65,11/24/2004 0:00,Salzburg,Austria,3584.2500000000005
10363,S12_1099,33,85.39,01.06.05 00:00,Espoo,Finland,2817.87
10375,S12_1099,45,76.0,02.03.05 00:00,Nantes,France,3420.0
10389,S12_1099,26,99.04,03.03.05 00:00,Boras,Sweden,2575.04
10419,S12_1099,12,100.0,5/17/2005 0:00,Salzburg,Austria,1200.0
10105,S12_1108,41,100.0,02.11.03 00:00,Kobenhavn,Denmark,4100.0
10117,S12_1108,33,100.0,4/16/2003 0:00,Singapore,Singapore,3300.0
10127,S12_1108,46,100.0,06.03.03 00:00,NYC,USA,4600.0
10142,S12_1108,33,100.0,08.08.03 00:00,San Rafael,USA,3300.0
10153,S12_1108,20,100.0,9/28/2003 0:00,Madrid,Spain,2000.0
10165,S12_1108,44,100.0,10/22/2003 0:00,Singapore,Singapore,4400.0
10176,S12_1108,33,100.0,11.06.03 00:00,Reggio Emilia,Italy,3300.0
10185,S12_1108,21,100.0,11/14/2003 0:00,New Bedford,USA,2100.0
10196,S12_1108,47,100.0,11/26/2003 0:00,New Haven,USA,4700.0
10208,S12_1108,46,100.0,01.02.04 00:00,Lyon,France,4600.0
10220,S12_1108,32,100.0,02.12.04 00:00,Dublin,Ireland,3200.0
10231,S12_1108,42,100.0,3/19/2004 0:00,Madrid,Spain,4200.0
10247,S12_1108,44,100.0,05.05.04 00:00,Espoo,Finland,4400.0
10272,S12_1108,35,100.0,7/20/2004 0:00,Allentown,USA,3500.0
10282,S12_1108,41,100.0,8/20/2004 0:00,San Rafael,USA,4100.0
10293,S12_1108,46,100.0,09.09.04 00:00,Torino,Italy,4600.0
10306,S12_1108,31,100.0,10/14/2004 0:00,Manchester,UK,3100.0
10314,S12_1108,38,100.0,10/22/2004 0:00,Aaarhus,Denmark,3800.0
10325,S12_1108,42,64.0,11.05.04 00:00,Stavern,Norway,2688.0
10336,S12_1108,33,57.22,11/20/2004 0:00,Paris,France,1888.26
10348,S12_1108,48,52.36,11.01.04 00:00,Madrid,Spain,2513.2799999999997
10359,S12_1108,42,100.0,12/15/2004 0:00,Reims,France,4200.0
10371,S12_1108,32,100.0,1/23/2005 0:00,San Rafael,USA,3200.0
10382,S12_1108,34,100.0,2/17/2005 0:00,San Rafael,USA,3400.0
10395,S12_1108,33,69.12,3/17/2005 0:00,Paris,France,2280.96
10413,S12_1108,36,100.0,05.05.05 00:00,Bridgewater,USA,3600.0
10103,S12_1666,27,100.0,1/29/2003 0:00,Stavern,Norway,2700.0
10113,S12_1666,21,100.0,3/26/2003 0:00,San Rafael,USA,2100.0
10126,S12_1666,21,100.0,5/28/2003 0:00,Madrid,Spain,2100.0
10140,S12_1666,38,100.0,7/24/2003 0:00,Burlingame,USA,3800.0
10150,S12_1666,30,100.0,9/19/2003 0:00,Singapore,Singapore,3000.0
10164,S12_1666,49,100.0,10/21/2003 0:00,Graz,Austria,4900.0
10174,S12_1666,43,100.0,11.06.03 00:00,South Brisbane,Australia,4300.0
10183,S12_1666,41,100.0,11/13/2003 0:00,Philadelphia,USA,4100.0
10194,S12_1666,38,100.0,11/25/2003 0:00,Lyon,France,3800.0
10206,S12_1666,28,100.0,12.05.03 00:00,Vancouver,Canada,2800.0
10216,S12_1666,43,100.0,02.02.04 00:00,Versailles,France,4300.0
10229,S12_1666,25,100.0,03.11.04 00:00,San Rafael,USA,2500.0
10245,S12_1666,38,100.0,05.04.04 00:00,New Haven,USA,3800.0
10258,S12_1666,41,100.0,6/15/2004 0:00,Minato-ku,Japan,4100.0
10270,S12_1666,28,100.0,7/19/2004 0:00,Chatswood,Australia,2800.0
10281,S12_1666,25,100.0,8/19/2004 0:00,Allentown,USA,2500.0
10291,S12_1666,41,100.0,09.08.04 00:00,Boras,Sweden,4100.0
10304,S12_1666,39,100.0,10.11.04 00:00,Versailles,France,3900.0
10313,S12_1666,21,100.0,10/22/2004 0:00,Vancouver,Canada,2100.0
10322,S12_1666,27,100.0,11.04.04 00:00,Nashua,USA,2700.0
10333,S12_1666,33,99.21,11/18/2004 0:00,San Francisco,USA,3273.93
10347,S12_1666,29,100.0,11/29/2004 0:00,Melbourne,Australia,2900.0
10357,S12_1666,49,100.0,12.10.04 00:00,San Rafael,USA,4900.0
10370,S12_1666,49,100.0,1/20/2005 0:00,North Sydney,Australia,4900.0
10381,S12_1666,20,100.0,2/17/2005 0:00,San Francisco,USA,2000.0
10391,S12_1666,39,63.2,03.09.05 00:00,North Sydney,Australia,2464.8
10411,S12_1666,40,100.0,05.01.05 00:00,Montreal,Canada,4000.0
10424,S12_1666,49,100.0,5/31/2005 0:00,Madrid,Spain,4900.0
10107,S12_2823,21,100.0,2/24/2003 0:00,NYC,USA,2100.0
10145,S12_2823,49,100.0,8/25/2003 0:00,Pasadena,USA,4900.0
10159,S12_2823,38,100.0,10.10.03 00:00,San Francisco,USA,3800.0
10169,S12_2823,35,100.0,11.04.03 00:00,North Sydney,Australia,3500.0
10180,S12_2823,40,100.0,11.11.03 00:00,Lille,France,4000.0
10189,S12_2823,28,100.0,11/18/2003 0:00,Pasadena,USA,2800.0
10201,S12_2823,25,100.0,12.01.03 00:00,San Francisco,USA,2500.0
10211,S12_2823,36,100.0,1/15/2004 0:00,Paris,France,3600.0
10224,S12_2823,43,100.0,2/21/2004 0:00,Lille,France,4300.0
10237,S12_2823,32,100.0,04.05.04 00:00,NYC,USA,3200.0
10251,S12_2823,46,100.0,5/18/2004 0:00,Newark,USA,4600.0
10263,S12_2823,48,100.0,6/28/2004 0:00,Bridgewater,USA,4800.0
10276,S12_2823,43,100.0,08.02.04 00:00,Brickhaven,USA,4300.0
10285,S12_2823,49,100.0,8/27/2004 0:00,Cambridge,USA,4900.0
10299,S12_2823,24,100.0,9/30/2004 0:00,Helsinki,Finland,2400.0
10309,S12_2823,26,100.0,10/15/2004 0:00,Stavern,Norway,2600.0
10319,S12_2823,30,100.0,11.03.04 00:00,NYC,USA,3000.0
10329,S12_2823,24,100.0,11/15/2004 0:00,NYC,USA,2400.0
10341,S12_2823,55,100.0,11/24/2004 0:00,Salzburg,Austria,5500.0
10362,S12_2823,22,100.0,01.05.05 00:00,Burlingame,USA,2200.0
10375,S12_2823,49,78.92,02.03.05 00:00,Nantes,France,3867.08
10388,S12_2823,44,100.0,03.03.05 00:00,New Bedford,USA,4400.0
10403,S12_2823,66,100.0,04.08.05 00:00,Liverpool,UK,6600.0
10417,S12_2823,21,100.0,5/13/2005 0:00,Madrid,Spain,2100.0
10104,S12_3148,34,100.0,1/31/2003 0:00,Madrid,Spain,3400.0
10117,S12_3148,43,100.0,4/16/2003 0:00,Singapore,Singapore,4300.0
10127,S12_3148,46,100.0,06.03.03 00:00,NYC,USA,4600.0
10142,S12_3148,33,100.0,08.08.03 00:00,San Rafael,USA,3300.0
10153,S12_3148,42,100.0,9/28/2003 0:00,Madrid,Spain,4200.0
10165,S12_3148,34,100.0,10/22/2003 0:00,Singapore,Singapore,3400.0
10176,S12_3148,47,100.0,11.06.03 00:00,Reggio Emilia,Italy,4700.0
10185,S12_3148,33,100.0,11/14/2003 0:00,New Bedford,USA,3300.0
10196,S12_3148,24,100.0,11/26/2003 0:00,New Haven,USA,2400.0
10208,S12_3148,26,100.0,01.02.04 00:00,Lyon,France,2600.0
10220,S12_3148,30,100.0,02.12.04 00:00,Dublin,Ireland,3000.0
10230,S12_3148,43,100.0,3/15/2004 0:00,Frankfurt,Germany,4300.0
10247,S12_3148,25,100.0,05.05.04 00:00,Espoo,Finland,2500.0
10272,S12_3148,27,100.0,7/20/2004 0:00,Allentown,USA,2700.0
10282,S12_3148,27,100.0,8/20/2004 0:00,San Rafael,USA,2700.0
10293,S12_3148,24,100.0,09.09.04 00:00,Torino,Italy,2400.0
10306,S12_3148,34,100.0,10/14/2004 0:00,Manchester,UK,3400.0
10314,S12_3148,46,100.0,10/22/2004 0:00,Aaarhus,Denmark,4600.0
10324,S12_3148,27,54.33,11.05.04 00:00,NYC,USA,1466.9099999999999
10336,S12_3148,33,100.0,11/20/2004 0:00,Paris,France,3300.0
10348,S12_3148,47,100.0,11.01.04 00:00,Madrid,Spain,4700.0
10358,S12_3148,49,55.34,12.10.04 00:00,Madrid,Spain,2711.6600000000003
10372,S12_3148,40,100.0,1/26/2005 0:00,Minato-ku,Japan,4000.0
10382,S12_3148,37,100.0,2/17/2005 0:00,San Rafael,USA,3700.0
10413,S12_3148,47,100.0,05.05.05 00:00,Bridgewater,USA,4700.0
10108,S12_3380,45,100.0,03.03.03 00:00,Makati City,Philippines,4500.0
10122,S12_3380,37,99.82,05.08.03 00:00,Marseille,France,3693.3399999999997
10135,S12_3380,48,100.0,07.02.03 00:00,San Rafael,USA,4800.0
10147,S12_3380,31,100.0,09.05.03 00:00,Brickhaven,USA,3100.0
10160,S12_3380,46,100.0,10.11.03 00:00,Los Angeles,USA,4600.0
10170,S12_3380,47,100.0,11.04.03 00:00,Graz,Austria,4700.0
10181,S12_3380,28,100.0,11.12.03 00:00,Bergen,Norway,2800.0
10191,S12_3380,40,100.0,11/20/2003 0:00,Koln,Germany,4000.0
10203,S12_3380,20,100.0,12.02.03 00:00,Madrid,Spain,2000.0
10212,S12_3380,39,100.0,1/16/2004 0:00,Madrid,Spain,3900.0
10225,S12_3380,25,99.82,2/22/2004 0:00,Gensve,Switzerland,2495.5
10238,S12_3380,29,100.0,04.09.04 00:00,Kobenhavn,Denmark,2900.0
10253,S12_3380,22,100.0,06.01.04 00:00,Liverpool,UK,2200.0
10266,S12_3380,22,100.0,07.06.04 00:00,Reggio Emilia,Italy,2200.0
10276,S12_3380,47,100.0,08.02.04 00:00,Brickhaven,USA,4700.0
10287,S12_3380,45,100.0,8/30/2004 0:00,Gensve,Switzerland,4500.0
10300,S12_3380,29,100.0,10.04.03 00:00,Frankfurt,Germany,2900.0
10310,S12_3380,24,100.0,10/16/2004 0:00,Koln,Germany,2400.0
10320,S12_3380,35,100.0,11.03.04 00:00,Lule,Sweden,3500.0
10329,S12_3380,46,83.63,11/15/2004 0:00,NYC,USA,3846.9799999999996
10341,S12_3380,44,95.93,11/24/2004 0:00,Salzburg,Austria,4220.92
10363,S12_3380,34,96.73,01.06.05 00:00,Espoo,Finland,3288.82
10376,S12_3380,35,100.0,02.08.05 00:00,Glendale,USA,3500.0
10389,S12_3380,25,72.38,03.03.05 00:00,Boras,Sweden,1809.5
10419,S12_3380,10,100.0,5/17/2005 0:00,Salzburg,Austria,1000.0
10105,S12_3891,29,100.0,02.11.03 00:00,Kobenhavn,Denmark,2900.0
10117,S12_3891,39,100.0,4/16/2003 0:00,Singapore,Singapore,3900.0
10127,S12_3891,42,100.0,06.03.03 00:00,NYC,USA,4200.0
10142,S12_3891,46,100.0,08.08.03 00:00,San Rafael,USA,4600.0
10153,S12_3891,49,100.0,9/28/2003 0:00,Madrid,Spain,4900.0
10165,S12_3891,27,100.0,10/22/2003 0:00,Singapore,Singapore,2700.0
10176,S12_3891,50,100.0,11.06.03 00:00,Reggio Emilia,Italy,5000.0
10185,S12_3891,43,100.0,11/14/2003 0:00,New Bedford,USA,4300.0
10196,S12_3891,38,100.0,11/26/2003 0:00,New Haven,USA,3800.0
10208,S12_3891,20,100.0,01.02.04 00:00,Lyon,France,2000.0
10220,S12_3891,27,100.0,02.12.04 00:00,Dublin,Ireland,2700.0
10231,S12_3891,49,100.0,3/19/2004 0:00,Madrid,Spain,4900.0
10247,S12_3891,27,100.0,05.05.04 00:00,Espoo,Finland,2700.0
10272,S12_3891,39,100.0,7/20/2004 0:00,Allentown,USA,3900.0
10282,S12_3891,24,100.0,8/20/2004 0:00,San Rafael,USA,2400.0
10293,S12_3891,45,100.0,09.09.04 00:00,Torino,Italy,4500.0
10306,S12_3891,20,100.0,10/14/2004 0:00,Manchester,UK,2000.0
10314,S12_3891,36,100.0,10/22/2004 0:00,Aaarhus,Denmark,3600.0
10325,S12_3891,24,100.0,11.05.04 00:00,Stavern,Norway,2400.0
10336,S12_3891,49,63.38,11/20/2004 0:00,Paris,France,3105.6200000000003
10349,S12_3891,26,100.0,12.01.04 00:00,NYC,USA,2600.0
10359,S12_3891,49,62.09,12/15/2004 0:00,Reims,France,3042.4100000000003
10372,S12_3891,34,100.0,1/26/2005 0:00,Minato-ku,Japan,3400.0
10382,S12_3891,34,95.35,2/17/2005 0:00,San Rafael,USA,3241.8999999999996
10396,S12_3891,33,100.0,3/23/2005 0:00,San Rafael,USA,3300.0
10413,S12_3891,22,100.0,05.05.05 00:00,Bridgewater,USA,2200.0
10108,S12_3990,39,89.38,03.03.03 00:00,Makati City,Philippines,3485.8199999999997
10122,S12_3990,32,63.84,05.08.03 00:00,Marseille,France,2042.88
10135,S12_3990,24,75.01,07.02.03 00:00,San Rafael,USA,1800.2400000000002
10147,S12_3990,21,63.84,09.05.03 00:00,Brickhaven,USA,1340.64
10159,S12_3990,24,73.42,10.10.03 00:00,San Francisco,USA,1762.08
10169,S12_3990,36,63.84,11.04.03 00:00,North Sydney,Australia,2298.2400000000002
10181,S12_3990,20,81.4,11.12.03 00:00,Bergen,Norway,1628.0
10191,S12_3990,30,64.64,11/20/2003 0:00,Koln,Germany,1939.2
10203,S12_3990,44,82.99,12.02.03 00:00,Madrid,Spain,3651.56
10211,S12_3990,28,92.57,1/15/2004 0:00,Paris,France,2591.96
10225,S12_3990,37,77.41,2/22/2004 0:00,Gensve,Switzerland,2864.17
10238,S12_3990,20,74.21,04.09.04 00:00,Kobenhavn,Denmark,1484.1999999999998
10253,S12_3990,25,90.17,06.01.04 00:00,Liverpool,UK,2254.25
10266,S12_3990,35,76.61,07.06.04 00:00,Reggio Emilia,Italy,2681.35
10276,S12_3990,38,83.79,08.02.04 00:00,Brickhaven,USA,3184.0200000000004
